gene_id	seqid	strand	biotype	name	description
ENSSSAG00000033983	AGKD04692926.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033987	AGKD04418554.1	.	protein_coding		
ENSSSAG00000033995	AGKD04229218.1	.	protein_coding	pars2	probable proline--tRNA ligase%2C mitochondrial [Source:NCBI gene%3BAcc:106600232]
ENSSSAG00000033999	AGKD04286343.1	.	protein_coding		
ENSSSAG00000034002	AGKD04601224.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034006	AGKD04314288.1	.	protein_coding		
ENSSSAG00000034007	AGKD04692926.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034008	AGKD04666941.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034027	AGKD04515836.1	.	protein_coding		
ENSSSAG00000034030	AGKD04613460.1	.	protein_coding		
ENSSSAG00000034033	AGKD04693308.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034039	AGKD04510463.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034040	AGKD04229242.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034049	AGKD04459968.1	.	protein_coding		
ENSSSAG00000034057	AGKD04089546.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034059	AGKD04666988.1	.	protein_coding		
ENSSSAG00000034061	AGKD04588092.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034064	AGKD04601295.1	.	protein_coding		
ENSSSAG00000034065	AGKD04286354.1	.	protein_coding		
ENSSSAG00000034075	AGKD04229260.1	.	protein_coding		
ENSSSAG00000034080	AGKD04473569.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034085	AGKD04370910.1	.	protein_coding		
ENSSSAG00000034092	AGKD04089546.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034095	AGKD04092863.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034097	AGKD04510533.1	.	protein_coding		
ENSSSAG00000034099	AGKD04488186.1	.	pseudogene		
ENSSSAG00000034110	AGKD04460007.1	.	protein_coding		
ENSSSAG00000034113	AGKD04352180.1	.	protein_coding		
ENSSSAG00000034120	AGKD04092863.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034127	AGKD04116031.1	.	protein_coding		
ENSSSAG00000034128	AGKD04371048.1	.	protein_coding		
ENSSSAG00000034129	AGKD04316075.1	.	protein_coding		
ENSSSAG00000034131	AGKD04693859.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034133	AGKD04574332.1	.	protein_coding		
ENSSSAG00000034141	AGKD04442740.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034153	AGKD04246046.1	.	protein_coding		
ENSSSAG00000034154	AGKD04510579.1	.	protein_coding		
ENSSSAG00000034155	AGKD04639255.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000034158	AGKD04033729.1	.	protein_coding	b2ml	beta-2-microglobulin-like [Source:NCBI gene%3BAcc:106597504]
ENSSSAG00000034159	AGKD04092863.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034165	AGKD04786798.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034167	AGKD04442871.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034177	AGKD04116062.1	.	pseudogene		
ENSSSAG00000034187	AGKD04092877.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034201	AGKD04639484.1	.	protein_coding		
ENSSSAG00000034205	AGKD04488199.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034210	AGKD04601402.1	.	protein_coding		
ENSSSAG00000034211	AGKD04336198.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034218	AGKD04414494.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034225	AGKD04460032.1	.	protein_coding	ppp1r3da	protein phosphatase 1%2C regulatory subunit 3Da [Source:ZFIN%3BAcc:ZDB-GENE-080204-75]
ENSSSAG00000034232	AGKD04787048.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034233	AGKD04286455.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034239	AGKD04024637.1	.	protein_coding	RL17	60S ribosomal protein L27 [Source:NCBI gene%3BAcc:106595784]
ENSSSAG00000034248	AGKD04516004.1	.	pseudogene		
ENSSSAG00000034255	AGKD04336243.1	.	protein_coding		
ENSSSAG00000034259	AGKD04414494.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034261	AGKD04229364.1	.	protein_coding		
ENSSSAG00000034266	AGKD04246072.1	.	protein_coding		
ENSSSAG00000034269	AGKD04588432.1	.	protein_coding		
ENSSSAG00000034270	AGKD04574654.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000034279	AGKD04286527.1	.	protein_coding		
ENSSSAG00000034282	AGKD04371306.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034289	AGKD04488382.1	.	pseudogene		
ENSSSAG00000034292	AGKD04418681.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034298	AGKD04787221.1	.	protein_coding		
ENSSSAG00000034300	AGKD04414565.1	.	protein_coding		
ENSSSAG00000034301	AGKD04443202.1	.	protein_coding		
ENSSSAG00000034304	AGKD04009498.1	.	protein_coding		
ENSSSAG00000034305	AGKD04246076.1	.	protein_coding		
ENSSSAG00000034307	AGKD04371306.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034317	AGKD04159234.1	.	protein_coding		
ENSSSAG00000034320	AGKD04314518.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034322	AGKD04694728.1	.	protein_coding		
ENSSSAG00000034325	AGKD04588495.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034327	AGKD04286562.1	.	snoRNA		
ENSSSAG00000034329	AGKD04510770.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034339	AGKD04145118.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034341	AGKD04314518.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034344	AGKD04588518.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034346	AGKD04286562.1	.	snoRNA		
ENSSSAG00000034351	AGKD04092937.1	.	protein_coding		
ENSSSAG00000034352	AGKD04627406.1	.	protein_coding		
ENSSSAG00000034355	AGKD04246124.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034362	AGKD04371384.1	.	protein_coding		
ENSSSAG00000034373	AGKD04286562.1	.	snoRNA		
ENSSSAG00000034377	AGKD04314591.1	.	protein_coding		
ENSSSAG00000034380	AGKD04488412.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034383	AGKD04229374.1	.	protein_coding		
ENSSSAG00000034389	AGKD04246125.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034394	AGKD04460195.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034398	AGKD04627467.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034401	AGKD04286562.1	.	snoRNA		
ENSSSAG00000034403	AGKD04092941.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034404	AGKD04058992.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034405	AGKD04418857.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034413	AGKD04588835.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000034417	AGKD04246189.1	.	snoRNA		
ENSSSAG00000034419	AGKD04162055.1	.	protein_coding		
ENSSSAG00000034420	AGKD04773909.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034421	AGKD04256743.1	.	protein_coding		
ENSSSAG00000034424	AGKD04510808.1	.	protein_coding		
ENSSSAG00000034425	AGKD04614263.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034430	AGKD04092941.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034433	AGKD04033729.1	.	protein_coding	tmbim4	protein lifeguard 4-like [Source:NCBI gene%3BAcc:106597505]
ENSSSAG00000034436	AGKD04058992.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034439	AGKD04419281.1	.	pseudogene		
ENSSSAG00000034442	AGKD04246189.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034445	AGKD04316162.1	.	protein_coding		
ENSSSAG00000034447	AGKD04787227.1	.	protein_coding		
ENSSSAG00000034448	AGKD04774023.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034453	AGKD04614301.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034455	AGKD04058992.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034466	AGKD04229395.1	.	protein_coding		
ENSSSAG00000034471	AGKD04627483.1	.	protein_coding		
ENSSSAG00000034477	AGKD04774054.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034487	AGKD04474097.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034495	AGKD04694833.1	.	protein_coding		
ENSSSAG00000034501	AGKD04819980.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034510	AGKD04443368.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034512	AGKD04414744.1	.	protein_coding		
ENSSSAG00000034513	AGKD04229422.1	.	protein_coding		
ENSSSAG00000034514	ssa01	.	rRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM%3BAcc:RF00002]
ENSSSAG00000034515	ssa01	.	lncRNA		
ENSSSAG00000034517	AGKD04109326.1	.	pseudogene		
ENSSSAG00000034520	AGKD04474169.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034525	AGKD04286656.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034526	AGKD04419303.1	.	protein_coding		
ENSSSAG00000034528	AGKD04510828.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034533	AGKD04246375.1	.	protein_coding		
ENSSSAG00000034536	AGKD04787271.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000034537	AGKD04639739.1	.	protein_coding	lztfl1	leucine zipper transcription factor-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-945]
ENSSSAG00000034539	AGKD04336368.1	.	pseudogene		
ENSSSAG00000034562	AGKD04229423.1	.	protein_coding		
ENSSSAG00000034566	AGKD04820828.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034574	AGKD04488720.1	.	protein_coding		G protein-coupled receptor 146 [Source:ZFIN%3BAcc:ZDB-GENE-050823-3]
ENSSSAG00000034576	AGKD04444462.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034587	AGKD04246375.1	.	pseudogene		
ENSSSAG00000034592	AGKD04516170.1	.	protein_coding		
ENSSSAG00000034595	AGKD04286718.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034597	ssa01	.	lncRNA		
ENSSSAG00000034603	AGKD04774711.1	.	miRNA	ssa-let-7d-2	ssa-let-7d-2 [Source:miRBase%3BAcc:MI0026755]
ENSSSAG00000034606	AGKD04614517.1	.	protein_coding		
ENSSSAG00000034609	AGKD04787551.1	.	protein_coding		
ENSSSAG00000034610	AGKD04414749.1	.	protein_coding		
ENSSSAG00000034617	AGKD04229486.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034618	AGKD04444515.1	.	protein_coding		
ENSSSAG00000034622	AGKD04395906.1	.	protein_coding		
ENSSSAG00000034626	AGKD04667649.1	.	protein_coding		
ENSSSAG00000034671	AGKD04395995.1	.	protein_coding	slc25a51b	solute carrier family 25 member 51b [Source:ZFIN%3BAcc:ZDB-GENE-140328-2]
ENSSSAG00000034690	AGKD04820917.1	.	protein_coding		
ENSSSAG00000034697	AGKD04444764.1	.	pseudogene		
ENSSSAG00000034705	AGKD04524120.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000034726	AGKD04575511.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034732	AGKD04627746.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034736	AGKD04246404.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034739	AGKD04333037.1	.	pseudogene		
ENSSSAG00000034752	AGKD04489074.1	.	protein_coding		
ENSSSAG00000034764	AGKD04575516.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034768	AGKD04316317.1	.	protein_coding		
ENSSSAG00000034771	AGKD04614784.1	.	protein_coding		
ENSSSAG00000034772	AGKD04159563.1	.	snoRNA		
ENSSSAG00000034775	AGKD04009501.1	.	lncRNA		
ENSSSAG00000034781	AGKD04116207.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034783	AGKD04820931.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034789	AGKD04444876.1	.	protein_coding		
ENSSSAG00000034793	AGKD04695167.1	.	protein_coding		
ENSSSAG00000034795	AGKD04396139.1	.	protein_coding		
ENSSSAG00000034796	AGKD04516905.1	.	protein_coding		
ENSSSAG00000034807	AGKD04371784.1	.	protein_coding		
ENSSSAG00000034815	AGKD04314647.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034817	AGKD04159563.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034818	AGKD04627902.1	.	protein_coding		
ENSSSAG00000034824	AGKD04116207.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034831	AGKD04535430.1	.	pseudogene		
ENSSSAG00000034842	AGKD04787989.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034843	ssa22	.	lncRNA		zinc finger and SCAN domain-containing protein 12-like [Source:NCBI gene%3BAcc:106583470]
ENSSSAG00000034850	AGKD04414926.1	.	protein_coding		
ENSSSAG00000034851	AGKD04516927.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000034856	AGKD04640158.1	.	miRNA	ssa-mir-459	ssa-mir-459 [Source:miRBase%3BAcc:MI0026709]
ENSSSAG00000034865	AGKD04336791.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000034866	AGKD04396163.1	.	protein_coding		
ENSSSAG00000034869	AGKD04530102.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000034876	AGKD04821205.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034881	AGKD04116207.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034887	AGKD04788066.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034896	AGKD04100363.1	.	protein_coding		
ENSSSAG00000034898	AGKD04627958.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034899	AGKD04444928.1	.	protein_coding		
ENSSSAG00000034906	AGKD04640330.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034910	AGKD04575655.1	.	protein_coding		
ENSSSAG00000034911	AGKD04333237.1	.	pseudogene		
ENSSSAG00000034918	AGKD04286839.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034919	AGKD04316346.1	.	protein_coding		
ENSSSAG00000034922	AGKD04127250.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000034935	ssa03	.	lncRNA		uncharacterized LOC106599597 [Source:NCBI gene%3BAcc:106599597]
ENSSSAG00000034937	AGKD04627958.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034946	AGKD04640330.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034954	AGKD04775497.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000034960	AGKD04116303.1	.	pseudogene		
ENSSSAG00000034964	AGKD04127250.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000034965	AGKD04286854.1	.	protein_coding		
ENSSSAG00000034973	AGKD04590037.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000034974	AGKD04628005.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000034977	AGKD04358319.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000034984	AGKD04615295.1	.	protein_coding		
ENSSSAG00000034986	AGKD04517213.1	.	protein_coding	zbtb16a	zinc finger and BTB domain containing 16a [Source:NCBI gene%3BAcc:323269]
ENSSSAG00000034987	ssa02	.	lncRNA		
ENSSSAG00000034988	AGKD04259743.1	.	protein_coding		
ENSSSAG00000035002	AGKD04396328.1	.	pseudogene		
ENSSSAG00000035003	AGKD04628020.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035010	AGKD04640626.1	.	protein_coding		
ENSSSAG00000035017	AGKD04443881.1	.	protein_coding	cssa09h3orf80	chromosome ssa09 open reading frame%2C human C3orf80 [Source:NCBI gene%3BAcc:106612911]
ENSSSAG00000035018	AGKD04668538.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035023	AGKD04371844.1	.	pseudogene		
ENSSSAG00000035027	AGKD04404074.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000035028	AGKD04775500.1	.	protein_coding		
ENSSSAG00000035035	AGKD04229575.1	.	protein_coding		
ENSSSAG00000035036	AGKD04336859.1	.	protein_coding		
ENSSSAG00000035037	AGKD04489891.1	.	protein_coding		
ENSSSAG00000035039	AGKD04100393.1	.	protein_coding		
ENSSSAG00000035041	ssa03	.	lncRNA		
ENSSSAG00000035043	AGKD04159878.1	.	protein_coding		
ENSSSAG00000035054	AGKD04576209.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035057	AGKD04788733.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035058	AGKD04524711.1	.	pseudogene		
ENSSSAG00000035062	AGKD04668599.1	.	protein_coding		
ENSSSAG00000035068	AGKD04404085.1	.	protein_coding		
ENSSSAG00000035070	AGKD04517284.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000035081	AGKD04380505.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000035083	AGKD04590159.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000035084	AGKD04286911.1	.	protein_coding		
ENSSSAG00000035086	AGKD04788733.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035088	AGKD04775502.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035089	AGKD04821388.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035092	AGKD04314840.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035098	AGKD04530180.1	.	protein_coding		
ENSSSAG00000035099	AGKD04162628.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035102	AGKD04160184.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035103	AGKD04093025.1	.	protein_coding		
ENSSSAG00000035104	AGKD04358441.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000035106	AGKD04316505.1	.	protein_coding	ATP6V0C	ATPase H+ transporting V0 subunit cb [Source:ZFIN%3BAcc:ZDB-GENE-030131-4127]
ENSSSAG00000035109	ssa02	.	lncRNA		dentin sialophosphoprotein-like [Source:NCBI gene%3BAcc:106573691]
ENSSSAG00000035116	AGKD04788836.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035122	AGKD04033787.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000035124	AGKD04821452.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035126	AGKD04641320.1	.	protein_coding		
ENSSSAG00000035136	AGKD04489964.1	.	protein_coding		
ENSSSAG00000035141	AGKD04302923.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035145	AGKD04100441.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035154	AGKD04511110.1	.	protein_coding		
ENSSSAG00000035155	AGKD04444092.1	.	pseudogene		
ENSSSAG00000035162	AGKD04833694.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035164	AGKD04246555.1	.	protein_coding		
ENSSSAG00000035165	AGKD04821712.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035177	AGKD04036302.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035182	AGKD04100490.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000035188	AGKD04576607.1	.	protein_coding		
ENSSSAG00000035189	AGKD04415233.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000035200	AGKD04036302.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035204	AGKD04788922.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035207	AGKD04834182.1	.	protein_coding	S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol%3BAcc:HGNC:10499]
ENSSSAG00000035209	AGKD04558707.1	.	pseudogene		
ENSSSAG00000035215	AGKD04100490.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000035216	AGKD04821820.1	.	pseudogene		
ENSSSAG00000035217	AGKD04530260.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035227	AGKD04668817.1	.	pseudogene		
ENSSSAG00000035231	AGKD04628205.1	.	protein_coding		
ENSSSAG00000035234	AGKD04517552.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000035236	AGKD04036302.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035243	AGKD04314916.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000035246	AGKD04834260.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035248	AGKD04775852.1	.	ribozyme	RNaseP_nuc	Nuclear RNase P [Source:RFAM%3BAcc:RF00009]
ENSSSAG00000035258	AGKD04530282.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000035262	AGKD04227265.1	.	protein_coding		
ENSSSAG00000035263	AGKD04641445.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035264	ssa05	.	lncRNA		
ENSSSAG00000035267	ssa10	.	protein_coding	espnl	espin like [Source:NCBI gene%3BAcc:106560664]
ENSSSAG00000035272	AGKD04036302.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000035276	AGKD04145680.1	.	snoRNA		
ENSSSAG00000035277	AGKD04652091.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
